House_ID,Location,Area_sqft,Bedrooms,Bathrooms,Garage,Year_Built,Price_USD,Property_Type,Floor,Distance_to_CityCenter_km
6197,Los Angeles,4150,3,5,1,2005,1678927,Bungalow,,44.0
6198,Chicago,6898,3,1,0,2003,1728373,Bungalow,,35.95
6199,San Francisco,2515,4,3,2,2019,956114,Apartment,30.0,15.72
6200,Los Angeles,4524,5,1,0,1951,1834448,Apartment,22.0,17.14
6201,Chicago,6814,4,3,1,1995,1709340,Apartment,35.0,33.24
6202,Houston,9304,7,5,1,1972,2219901,Bungalow,,39.53
6203,Chicago,9343,3,2,0,2015,2351200,Bungalow,,45.97
6204,Miami,1887,4,3,0,2010,486604,Apartment,28.0,36.07
6205,Seattle,5679,6,1,2,2014,1829947,Townhouse,,42.29
6206,New York,7098,3,4,2,2002,2617687,Apartment,39.0,33.34
6207,Houston,6979,4,1,0,1984,1323638,Bungalow,,32.32
6208,Seattle,5263,2,5,3,1955,1692725,Townhouse,,17.98
6209,Seattle,4609,2,5,3,1990,1469179,Villa,,0.62
6210,Houston,6035,3,1,3,1991,1225101,Apartment,43.0,28.66
6211,Miami,3628,4,1,1,1964,1078097,Villa,,29.77
6212,Chicago,5366,3,4,2,1986,1264526,Bungalow,,19.19
6213,New York,5585,4,3,1,1973,2191418,Villa,,27.09
6214,Chicago,1037,5,5,0,2009,228093,Villa,,5.3
6215,Los Angeles,8429,4,3,3,1951,2946193,Villa,,16.17
6216,Chicago,5531,4,5,2,1987,1438384,Bungalow,,20.9
6217,Boston,6498,7,5,2,1987,1997891,Townhouse,,26.14
6218,Houston,8179,3,1,0,2016,1962385,Townhouse,,34.69
6219,New York,2537,4,1,0,2022,858834,Apartment,4.0,42.81
6220,Chicago,9654,3,2,2,1997,2289778,Villa,,41.58
6221,New York,1743,3,1,1,2004,721637,Bungalow,,11.08
6222,New York,7617,1,2,0,1984,3483811,Apartment,3.0,23.11
6223,Los Angeles,9224,7,5,0,1966,2948282,Bungalow,,48.03
6224,Los Angeles,3630,3,4,2,2023,1447942,Townhouse,,25.31
6225,Houston,5979,4,3,3,1952,963411,Apartment,2.0,33.96
6226,Miami,2153,7,3,3,1958,546159,Villa,,11.23
6227,Boston,8804,2,4,3,2001,3325626,Townhouse,,23.46
6228,Seattle,8474,5,4,1,2011,2887272,Villa,,13.78
6229,New York,9991,4,1,2,1992,4580445,Townhouse,,36.12
6230,Miami,2804,6,5,1,1955,695023,Townhouse,,2.36
6231,Seattle,7420,7,3,2,2017,2552456,Bungalow,,35.74
6232,Seattle,4314,7,4,3,1953,1478579,Villa,,4.71
6233,Boston,8912,4,5,0,2020,3451505,Villa,,3.13
6234,Houston,5538,4,3,3,1970,1157017,Villa,,4.92
6235,Seattle,4281,1,5,0,2011,1637319,Townhouse,,47.59
6236,Boston,2458,2,2,0,1950,886641,Villa,,39.15
6237,Seattle,1796,4,3,1,2008,526274,Villa,,5.01
6238,New York,6841,6,2,0,2018,2423336,Bungalow,,33.2
6239,New York,6223,3,5,2,1998,2974544,Villa,,31.46
6240,San Francisco,9724,2,1,3,1974,3652107,Bungalow,,47.99
6241,Miami,5582,2,4,2,1978,1905080,Villa,,27.48
6242,Chicago,4822,4,2,3,2022,1443161,Apartment,20.0,39.27
6243,Boston,7801,7,1,0,1984,2650055,Townhouse,,32.52
6244,Los Angeles,3728,3,3,0,1998,1465582,Bungalow,,21.12
6245,Boston,7068,2,4,0,2016,2602839,Apartment,47.0,6.7
6246,Chicago,1975,7,5,2,1964,412116,Bungalow,,39.28
6247,Miami,2907,5,4,3,1971,738728,Villa,,46.62
6248,Los Angeles,8043,3,1,3,1959,3078822,Villa,,13.63
6249,Chicago,1435,2,1,0,2013,343423,Bungalow,,11.14
6250,San Francisco,5915,2,3,2,1953,2300843,Bungalow,,6.46
6251,Los Angeles,2745,3,5,0,1980,1097577,Townhouse,,46.9
6252,New York,6189,1,3,0,2013,2049329,Townhouse,,43.23
6253,Chicago,4837,3,5,0,2017,1302843,Villa,,1.38
6254,Boston,7072,5,3,2,1974,3177555,Townhouse,,7.87
6255,Los Angeles,4450,1,4,0,1992,1345414,Townhouse,,27.21
6256,San Francisco,3158,4,5,3,1984,1297317,Villa,,1.18
6257,Boston,6649,1,5,2,1995,2671560,Townhouse,,30.3
6258,Seattle,7985,5,5,2,1975,2159863,Apartment,45.0,22.16
6259,Los Angeles,3783,5,3,1,1969,1533777,Apartment,1.0,22.75
6260,Los Angeles,1796,5,3,0,1951,574383,Townhouse,,21.65
6261,San Francisco,2147,2,3,3,2022,960161,Apartment,3.0,1.65
6262,Seattle,9051,1,1,1,1976,2481066,Bungalow,,35.2
6263,Chicago,3952,5,4,1,1950,928309,Apartment,44.0,4.98
6264,Houston,9856,6,3,3,1973,2231984,Bungalow,,10.44
6265,Chicago,8592,1,4,0,1955,1982600,Bungalow,,7.26
6266,Seattle,6129,6,2,3,2004,1688908,Villa,,25.68
6267,Miami,3744,1,3,2,1977,1224748,Villa,,27.4
6268,Boston,7687,4,5,3,1982,2929382,Apartment,1.0,16.09
6269,San Francisco,4525,6,5,2,2012,2389341,Bungalow,,8.89
6270,Chicago,9194,4,2,3,1950,2228809,Villa,,41.27
6271,Los Angeles,6870,7,3,2,2023,2020923,Bungalow,,49.14
6272,San Francisco,4704,4,5,0,2009,2384509,Villa,,30.05
6273,New York,4312,6,5,2,1962,1911017,Villa,,33.73
6274,Seattle,9502,7,2,2,1952,2974981,Bungalow,,22.88
6275,Boston,7754,2,5,0,1980,3403125,Bungalow,,9.35
6276,Chicago,1285,7,4,3,1955,342731,Villa,,35.8
6277,San Francisco,727,7,4,3,1976,368257,Townhouse,,41.04
6278,Boston,5447,2,1,1,1966,2021577,Townhouse,,46.01
6279,Chicago,7977,4,1,2,2012,2022373,Apartment,33.0,10.65
6280,San Francisco,1327,5,3,3,1972,626415,Bungalow,,39.86
6281,Los Angeles,878,3,1,3,2021,349810,Villa,,18.74
6282,New York,6756,6,5,1,2017,2547908,Townhouse,,38.12
6283,New York,9820,7,5,2,1970,3595109,Villa,,10.65
6284,Miami,6582,2,3,2,1971,2179237,Bungalow,,15.54
6285,San Francisco,8982,3,1,0,2005,4400603,Apartment,9.0,8.95
6286,Chicago,4048,2,1,0,1960,1115826,Apartment,21.0,33.41
6287,New York,8188,1,5,1,1975,3408198,Townhouse,,46.82
6288,Seattle,559,7,4,1,1984,202699,Apartment,21.0,45.79
6289,New York,5931,5,1,0,2008,2796741,Townhouse,,39.75
6290,Houston,3170,2,2,0,1987,751067,Townhouse,,38.21
6291,Houston,3839,1,5,1,1960,718793,Bungalow,,43.54
6292,New York,3289,5,3,3,1980,1339811,Bungalow,,34.01
6293,San Francisco,4154,6,1,0,2015,1581349,Villa,,31.51
6294,Miami,6048,2,4,3,1973,1873359,Villa,,19.52
6295,New York,5602,5,5,0,1982,2122951,Townhouse,,40.74
6296,Los Angeles,8018,2,1,0,1972,3366619,Villa,,42.25
6297,Boston,3162,4,4,2,1987,1018305,Villa,,7.45
6298,Chicago,701,2,4,2,2004,199173,Apartment,44.0,16.32
6299,Miami,7587,2,5,0,1985,1827026,Villa,,12.36
6300,Los Angeles,9162,1,1,2,1956,3250627,Bungalow,,31.56
6301,Miami,8443,4,3,2,1996,2452021,Townhouse,,34.6
6302,Los Angeles,3526,3,1,2,1983,1299178,Townhouse,,25.62
6303,Chicago,3856,5,2,3,1951,912470,Villa,,13.91
6304,Chicago,4473,7,3,0,1955,1077716,Villa,,4.14
6305,Houston,4971,3,5,1,1957,825965,Apartment,12.0,19.75
6306,San Francisco,4737,3,2,1,1966,1977501,Apartment,44.0,8.94
6307,Los Angeles,3623,7,2,3,2016,1311301,Bungalow,,46.34
6308,Boston,2807,4,1,1,1954,1232519,Apartment,49.0,3.26
6309,Houston,6503,4,4,0,2009,1301410,Villa,,41.15
6310,Los Angeles,4290,4,2,1,2015,1365076,Townhouse,,21.86
6311,Houston,6435,1,5,3,1962,1233136,Townhouse,,27.74
6312,Chicago,7021,1,5,1,1992,1628347,Bungalow,,6.63
6313,Miami,3610,5,4,1,2016,1053117,Apartment,4.0,37.37
6314,Seattle,9039,4,2,2,2009,2571377,Townhouse,,27.04
6315,Houston,2101,3,4,2,1974,470119,Apartment,48.0,15.77
6316,Los Angeles,4277,5,2,3,1986,1623393,Townhouse,,40.51
6317,Los Angeles,5423,1,1,0,1997,1620671,Bungalow,,13.7
6318,Seattle,6419,7,5,0,1963,1687878,Apartment,46.0,29.33
6319,San Francisco,4278,7,4,0,1958,1580727,Apartment,47.0,24.9
6320,Boston,9013,2,2,2,1977,3786892,Apartment,10.0,24.76
6321,Chicago,6363,2,2,0,1980,1651835,Bungalow,,33.69
6322,Los Angeles,679,5,3,1,1951,262547,Bungalow,,14.51
6323,New York,4465,1,3,3,1966,1971911,Villa,,44.03
6324,Miami,8720,5,3,3,2012,2532281,Bungalow,,19.52
6325,Houston,9429,1,3,2,1963,2187361,Townhouse,,35.45
6326,San Francisco,4219,7,3,2,2019,1842928,Villa,,28.85
6327,Boston,6830,7,3,1,2000,2473084,Villa,,29.89
6328,Seattle,554,4,5,2,2014,197032,Villa,,24.37
6329,Miami,7157,2,2,3,2022,2571989,Apartment,25.0,15.45
6330,Chicago,8498,3,5,2,1973,1766083,Villa,,30.2
6331,San Francisco,2564,4,2,2,1996,1249204,Bungalow,,16.02
6332,Boston,4683,3,3,3,1997,1969554,Villa,,24.49
6333,Houston,3794,5,1,2,2003,804624,Apartment,18.0,42.48
6334,Houston,4355,2,4,1,1985,882125,Townhouse,,33.43
6335,Seattle,3251,7,4,0,1975,888024,Bungalow,,49.27
6336,New York,1224,3,5,2,2007,476315,Apartment,28.0,2.88
6337,Seattle,9945,6,3,0,1975,2564416,Villa,,41.3
6338,Chicago,9869,5,5,1,2001,2105415,Villa,,31.32
6339,San Francisco,9988,1,4,0,2010,3635207,Villa,,9.7
6340,San Francisco,8549,4,3,3,2009,4068011,Villa,,15.06
6341,Los Angeles,9586,1,4,2,1973,2959026,Apartment,46.0,13.28
6342,New York,2999,7,2,1,1972,1264167,Bungalow,,8.92
6343,New York,1829,7,4,0,1979,690755,Apartment,29.0,42.64
6344,San Francisco,5617,4,2,2,2005,2821472,Townhouse,,8.76
6345,San Francisco,3127,2,1,3,1977,1687547,Townhouse,,20.17
6346,Miami,2950,3,3,1,2004,1029338,Villa,,43.92
6347,Boston,9861,1,4,1,2009,3222701,Apartment,42.0,24.66
6348,Miami,7557,1,4,2,1976,1822385,Villa,,1.12
6349,Miami,8365,3,4,0,2015,2157044,Apartment,14.0,47.34
6350,New York,4794,3,4,2,1972,1917312,Apartment,34.0,3.15
6351,Los Angeles,2230,5,3,2,1953,640347,Townhouse,,19.83
6352,Houston,8649,4,4,1,2022,1412332,Townhouse,,37.54
6353,Miami,1623,7,5,0,1999,395672,Bungalow,,46.03
6354,Los Angeles,7693,7,2,3,1999,2301401,Apartment,7.0,45.11
6355,Seattle,5121,6,2,0,1979,1536012,Villa,,2.74
6356,Chicago,1988,6,4,0,2015,559009,Villa,,38.47
6357,Miami,764,7,1,3,2020,257431,Bungalow,,44.29
6358,Seattle,2529,5,5,1,2015,715103,Townhouse,,13.09
6359,Houston,7374,1,5,2,2018,1515243,Bungalow,,1.53
6360,Chicago,9935,3,1,0,1967,2066677,Bungalow,,42.11
6361,Chicago,4266,7,2,3,1973,982711,Villa,,3.0
6362,Houston,9087,2,3,3,1998,1583667,Townhouse,,14.69
6363,Miami,7556,1,4,2,1953,1853417,Villa,,30.25
6364,New York,8799,1,2,3,1986,3443172,Townhouse,,26.4
6365,Houston,4063,6,3,2,2007,964729,Townhouse,,23.6
6366,Houston,8571,4,2,0,1967,1827645,Apartment,19.0,24.19
6367,Houston,8349,5,1,3,1976,1409528,Villa,,29.01
6368,Chicago,6535,6,1,3,1990,1399660,Townhouse,,4.63
6369,Boston,8459,4,2,3,1989,3287335,Villa,,32.36
6370,Los Angeles,3696,1,2,0,1983,1081781,Townhouse,,36.03
6371,Seattle,1685,3,3,2,2015,607351,Villa,,10.16
6372,New York,4631,2,4,2,1966,2222051,Apartment,20.0,16.68
6373,Miami,3575,4,5,2,1983,1197161,Apartment,34.0,26.97
6374,Miami,912,6,4,3,1953,239583,Townhouse,,1.26
6375,Seattle,9174,1,3,2,1954,3186976,Bungalow,,25.44
6376,Los Angeles,4347,6,3,2,1994,1562877,Townhouse,,11.46
6377,Houston,9294,6,2,3,1986,1859919,Townhouse,,47.92
6378,Boston,8474,5,1,3,1981,3848583,Apartment,41.0,5.24
6379,New York,1581,7,5,2,2001,648274,Apartment,6.0,17.76
6380,Miami,4855,4,4,0,1986,1430002,Bungalow,,25.09
6381,Seattle,8162,1,5,3,1970,2566912,Bungalow,,4.79
6382,San Francisco,8716,5,4,3,2005,4574558,Townhouse,,37.15
6383,Boston,8889,5,4,0,1987,2706780,Bungalow,,3.78
6384,Seattle,3126,2,1,1,1999,1115091,Apartment,43.0,31.74
6385,Boston,9114,3,5,2,2018,2845665,Bungalow,,27.16
6386,Miami,1641,2,1,2,1988,458388,Villa,,9.3
6387,Houston,7435,5,3,3,1972,1601675,Bungalow,,13.43
6388,San Francisco,1620,4,2,2,1972,815598,Villa,,28.58
6389,Los Angeles,5027,6,2,1,1999,1700385,Townhouse,,40.29
6390,New York,7606,3,2,2,1998,2775987,Apartment,44.0,1.29
6391,Los Angeles,7193,5,3,1,2009,2733398,Apartment,30.0,29.07
6392,Los Angeles,5403,3,2,0,2021,1551448,Townhouse,,24.34
6393,Seattle,555,4,3,0,1989,184885,Bungalow,,47.12
6394,Boston,7258,1,2,3,1965,2745234,Apartment,18.0,22.08
6395,New York,2763,1,4,2,1984,1054497,Villa,,45.56
6396,New York,8712,5,1,3,2007,2813344,Bungalow,,37.67
6397,Miami,6853,7,3,0,1954,2176502,Villa,,24.76
6398,Miami,8982,5,3,1,1973,2599140,Townhouse,,2.56
6399,New York,2494,2,1,2,2006,1184403,Bungalow,,45.39
6400,San Francisco,1334,5,4,1,2013,653436,Apartment,8.0,46.95
6401,Chicago,4783,1,1,2,2019,1252958,Townhouse,,32.01
6402,Miami,5770,1,3,3,1982,1670543,Bungalow,,46.21
6403,Chicago,4809,2,2,2,1996,1161898,Townhouse,,21.45
6404,Seattle,2001,6,2,0,1967,651430,Apartment,4.0,33.37
6405,San Francisco,5188,4,4,3,1991,2752570,Townhouse,,3.4
6406,New York,4636,3,3,3,1958,1576748,Bungalow,,38.53
6407,San Francisco,519,1,3,1,1980,195942,Townhouse,,15.61
6408,Miami,1532,7,4,2,1993,406835,Apartment,14.0,46.31
6409,Los Angeles,9516,3,5,1,2007,3472108,Townhouse,,14.37
6410,Seattle,3774,5,4,0,1999,1116370,Bungalow,,22.95
6411,New York,1247,5,1,3,1955,429277,Villa,,21.8
6412,Houston,7504,6,1,2,2001,1498295,Apartment,18.0,47.3
6413,Seattle,1467,4,5,2,2000,406364,Townhouse,,39.98
6414,Boston,4047,6,1,2,1975,1805077,Apartment,23.0,12.45
6415,Chicago,3298,3,4,3,1989,748736,Bungalow,,31.43
6416,San Francisco,3515,1,1,0,1998,1776653,Townhouse,,39.08
6417,New York,7105,7,4,2,1962,2785549,Apartment,26.0,39.09
6418,Seattle,2304,2,1,1,1999,647745,Townhouse,,7.84
6419,San Francisco,2523,7,1,3,1983,1094506,Townhouse,,32.14
6420,New York,9092,1,2,0,1981,3036848,Bungalow,,23.39
6421,Miami,4932,3,2,0,2004,1437416,Townhouse,,1.16
6422,Seattle,3824,3,4,3,1956,1068473,Bungalow,,9.42
6423,Miami,7663,1,5,2,2000,2689823,Apartment,10.0,40.65
6424,Seattle,2377,1,2,0,2014,822291,Apartment,32.0,13.48
6425,Miami,4175,4,4,1,1952,1391559,Villa,,43.86
6426,Boston,7461,5,4,2,2021,2835412,Apartment,3.0,3.37
6427,San Francisco,505,6,2,0,1952,250798,Villa,,9.88
6428,Houston,6033,4,5,2,2021,1445529,Townhouse,,47.51
6429,Seattle,9277,7,1,0,2019,3098503,Townhouse,,0.91
6430,Boston,5675,7,5,1,1980,1874360,Apartment,33.0,44.45
6431,Seattle,4378,1,2,0,1989,1178597,Townhouse,,13.45
6432,Miami,3969,1,4,1,1962,1421558,Apartment,4.0,37.78
6433,New York,9513,2,2,3,1987,3434611,Villa,,8.38
6434,Seattle,4833,5,2,2,1951,1717430,Apartment,33.0,9.04
6435,Boston,7133,6,2,3,1989,2619333,Apartment,26.0,41.58
6436,Miami,3593,6,2,0,1981,862705,Bungalow,,13.77
6437,Los Angeles,1357,2,5,0,1966,401346,Bungalow,,31.56
6438,Miami,8118,5,3,2,1959,2249795,Apartment,8.0,9.17
6439,San Francisco,8477,7,2,3,1976,4132527,Apartment,32.0,34.74
6440,Houston,3050,5,5,1,2009,568141,Townhouse,,3.19
6441,Los Angeles,1725,3,5,2,1954,574320,Townhouse,,24.88
6442,San Francisco,9345,5,2,2,1969,4592768,Bungalow,,14.73
6443,San Francisco,7953,6,5,0,1966,3029075,Apartment,11.0,9.8
6444,San Francisco,7900,7,2,2,1983,4012785,Bungalow,,1.83
6445,New York,5056,1,4,3,1991,2093118,Apartment,2.0,12.21
6446,San Francisco,3217,5,1,3,2019,1171327,Townhouse,,27.12
6447,New York,3892,4,5,2,1975,1519598,Apartment,4.0,17.81
6448,San Francisco,8654,3,3,3,1957,4619496,Apartment,7.0,27.61
6449,Chicago,9754,2,3,0,1987,2310194,Villa,,39.47
6450,Boston,6622,6,4,3,1958,2316836,Townhouse,,43.17
6451,Los Angeles,5028,7,5,2,1979,1958915,Townhouse,,15.01
6452,Chicago,1581,5,4,2,1995,389464,Villa,,16.06
6453,San Francisco,7139,2,3,0,2008,3755790,Villa,,38.88
6454,Los Angeles,7518,1,4,1,1995,2273996,Townhouse,,41.17
6455,Los Angeles,6605,2,2,3,1950,2765987,Villa,,27.04
6456,Seattle,5250,5,1,0,1976,1970656,Villa,,43.27
6457,Houston,3154,2,2,3,1988,597842,Townhouse,,1.36
6458,Chicago,655,1,5,1,1976,147332,Villa,,10.69
6459,Houston,4796,5,3,2,2007,1078797,Bungalow,,32.44
6460,Los Angeles,3569,2,5,0,2016,1098416,Bungalow,,44.18
6461,New York,2463,2,4,0,2008,863618,Apartment,27.0,9.96
6462,Los Angeles,5094,1,1,3,1953,1790741,Bungalow,,26.43
6463,Houston,8163,4,2,3,1963,1430521,Bungalow,,37.58
6464,Chicago,6803,4,2,3,1992,1706190,Bungalow,,6.55
6465,San Francisco,9926,3,1,1,1965,5163021,Townhouse,,35.04
6466,Seattle,6642,1,1,0,2009,2274487,Bungalow,,34.1
6467,Seattle,4255,4,4,3,1994,1312546,Villa,,10.13
6468,Seattle,1330,7,2,0,1968,377145,Townhouse,,36.9
6469,San Francisco,7074,2,3,3,1987,2962322,Apartment,40.0,34.76
6470,Seattle,6621,7,1,0,1972,2148298,Villa,,16.51
6471,Chicago,6574,1,4,2,2007,1803849,Bungalow,,17.89
6472,San Francisco,1842,2,1,2,2000,930777,Townhouse,,21.09
6473,Seattle,8179,2,5,3,1961,2566081,Townhouse,,36.26
6474,San Francisco,7829,3,1,0,1957,4199519,Bungalow,,14.2
6475,Houston,2344,6,5,0,1995,530209,Townhouse,,32.29
6476,Boston,961,3,5,3,1975,346749,Apartment,44.0,26.72
6477,Boston,3491,5,3,3,1958,1326291,Townhouse,,49.46
6478,Chicago,7343,6,5,1,1989,1474197,Apartment,1.0,44.61
6479,Miami,700,1,5,0,1977,175434,Townhouse,,42.58
6480,New York,1015,4,5,0,1984,352264,Apartment,2.0,4.74
6481,Seattle,6371,7,1,2,1963,2071187,Apartment,30.0,37.47
6482,New York,5950,3,1,2,1964,2249476,Apartment,36.0,21.5
6483,San Francisco,5339,1,4,3,2001,2048786,Townhouse,,41.48
6484,New York,6990,3,2,2,1968,3213648,Villa,,44.94
6485,Chicago,3731,4,3,2,1957,839202,Bungalow,,5.69
6486,Chicago,4196,3,1,2,1976,1046647,Bungalow,,37.34
6487,Los Angeles,9967,5,4,1,1979,2815370,Townhouse,,6.15
6488,Boston,3793,1,4,2,1995,1275693,Bungalow,,6.73
6489,Seattle,7501,6,3,0,1973,2736512,Apartment,24.0,1.27
6490,Los Angeles,2129,6,4,2,1985,634688,Villa,,46.45
6491,New York,4518,1,1,3,1952,2061319,Bungalow,,18.5
6492,Miami,4989,2,5,3,1986,1474542,Apartment,20.0,10.49
6493,Los Angeles,8063,7,1,1,1995,2505360,Townhouse,,27.61
6494,Los Angeles,2516,6,4,2,1989,1047581,Bungalow,,10.74
6495,Chicago,8858,6,2,3,2014,1857282,Bungalow,,24.97
6496,Miami,1475,7,2,1,2016,479015,Apartment,23.0,46.02
6497,San Francisco,5047,5,5,3,2001,1849014,Apartment,14.0,30.38
6498,New York,7805,3,4,0,1992,2622473,Bungalow,,49.77
6499,Los Angeles,1359,2,5,0,1967,517414,Villa,,11.5
6500,Miami,4444,3,5,2,1985,1075599,Villa,,19.26
6501,Boston,709,5,5,1,1989,280489,Villa,,47.71
6502,Seattle,713,2,2,3,2009,189726,Apartment,5.0,41.46
6503,Miami,6397,4,3,1,2010,1863110,Bungalow,,45.02
6504,Boston,6282,1,4,1,1956,2759226,Townhouse,,16.37
6505,New York,7902,5,5,2,2007,3738574,Townhouse,,42.67
6506,Miami,9664,7,5,0,1977,3121128,Villa,,42.59
6507,Boston,803,5,1,0,1975,359496,Bungalow,,23.8
6508,Miami,7776,7,1,1,1993,2209531,Apartment,32.0,8.44
6509,Miami,7500,3,1,1,1974,2376645,Villa,,48.12
6510,Seattle,8674,4,4,2,1978,2746903,Apartment,31.0,36.35
6511,Boston,1360,4,3,3,2010,433115,Bungalow,,28.83
6512,Boston,4547,6,4,0,1993,1755224,Bungalow,,46.77
6513,Los Angeles,2355,5,4,3,1960,941500,Apartment,35.0,14.56
6514,New York,7451,5,2,0,1984,3116601,Bungalow,,36.92
6515,Seattle,2667,1,4,1,1968,810121,Townhouse,,26.35
6516,Miami,6459,4,1,1,1962,2103559,Bungalow,,9.05
6517,Miami,2133,5,1,0,1988,705420,Villa,,29.42
6518,Los Angeles,2974,1,5,2,2023,884400,Townhouse,,19.24
6519,New York,5540,3,5,2,1957,2275947,Bungalow,,31.95
6520,Chicago,2877,4,1,1,2020,740484,Townhouse,,48.0
6521,Seattle,3911,2,4,2,1986,1141172,Townhouse,,16.32
6522,Los Angeles,5159,2,4,3,1979,1609663,Townhouse,,36.19
6523,New York,4775,5,3,2,1967,2131380,Apartment,25.0,34.97
6524,Seattle,4885,7,4,0,2023,1686031,Villa,,3.1
6525,Miami,9177,7,2,0,1954,3192246,Apartment,33.0,10.93
6526,New York,7775,5,2,1,1985,2764703,Townhouse,,16.54
6527,New York,1272,6,4,0,1958,579426,Townhouse,,2.45
6528,San Francisco,2332,1,5,1,1982,1152894,Apartment,38.0,28.79
6529,New York,8105,7,5,3,1981,3820786,Townhouse,,29.05
6530,Chicago,1799,5,5,0,2023,502288,Villa,,24.69
6531,New York,8873,5,2,2,1967,4186208,Townhouse,,45.94
6532,Chicago,9954,1,1,1,1959,2880915,Townhouse,,39.21
6533,Miami,8837,7,3,1,2002,3089065,Villa,,34.41
6534,Chicago,5663,2,5,3,1951,1231730,Apartment,48.0,22.96
6535,Seattle,2339,1,4,2,2003,616992,Villa,,28.32
6536,Miami,5094,6,1,1,2018,1240722,Apartment,18.0,33.26
6537,Miami,1302,6,3,1,2004,432977,Townhouse,,7.54
6538,Chicago,4450,7,1,2,1995,1038219,Apartment,32.0,46.13
6539,Boston,1818,4,4,3,2002,750587,Apartment,31.0,15.07
6540,Los Angeles,6618,4,1,0,1960,2409869,Bungalow,,17.07
6541,Houston,5126,5,3,3,1978,836340,Villa,,37.68
6542,Boston,3440,5,4,2,1960,1062598,Villa,,13.34
6543,New York,8069,6,2,0,2008,3547566,Villa,,35.54
6544,San Francisco,7898,2,1,3,1957,3960112,Townhouse,,10.27
6545,Houston,5958,2,4,2,2001,1284342,Townhouse,,5.04
6546,New York,2552,3,1,3,1995,848446,Apartment,4.0,36.54
6547,Boston,6954,4,4,0,1955,2339788,Apartment,17.0,0.85
6548,Boston,6805,7,5,0,2015,3041853,Apartment,46.0,26.18
6549,New York,8907,4,1,0,1978,3223271,Townhouse,,46.01
6550,Miami,1285,6,5,3,1984,340461,Villa,,21.91
6551,New York,7479,3,5,3,1981,2797724,Apartment,33.0,33.71
6552,San Francisco,2135,3,2,2,1996,873243,Bungalow,,5.03
6553,Boston,7838,4,5,1,1953,2593278,Bungalow,,45.24
6554,New York,3609,7,1,1,1983,1475690,Apartment,12.0,8.82
6555,Chicago,6553,5,1,1,1983,1329469,Villa,,15.33
6556,Houston,5504,4,3,0,1997,1018976,Apartment,49.0,34.36
6557,Chicago,6256,3,5,3,2018,1577540,Apartment,47.0,28.89
6558,San Francisco,7945,2,2,1,1984,3385182,Apartment,9.0,39.35
6559,New York,784,1,4,0,1988,274255,Villa,,49.84
6560,Seattle,2913,2,4,0,1998,820515,Villa,,1.47
6561,San Francisco,2143,7,4,3,1960,1004299,Townhouse,,19.54
6562,Miami,7735,6,2,2,1968,2326403,Apartment,18.0,23.43
6563,Chicago,9819,2,2,1,1960,2170517,Villa,,5.16
6564,Chicago,9961,3,3,3,1980,2079856,Bungalow,,18.31
6565,Los Angeles,6835,4,3,0,1951,2846384,Bungalow,,44.68
6566,New York,1143,6,4,2,1974,448972,Apartment,15.0,12.54
6567,Miami,7811,3,5,1,1980,2712219,Bungalow,,44.1
6568,Seattle,8717,3,2,3,1986,3345331,Bungalow,,22.03
6569,Chicago,4437,7,5,2,1958,1330112,Bungalow,,2.32
6570,Chicago,5307,6,3,3,1959,1253124,Bungalow,,25.29
6571,Miami,6836,6,5,1,2009,2238221,Townhouse,,23.97
6572,San Francisco,7024,6,1,3,1950,3386613,Apartment,31.0,27.43
6573,San Francisco,1525,5,2,3,2000,732742,Bungalow,,14.92
6574,New York,6222,6,2,2,2010,2543322,Apartment,39.0,16.93
6575,Boston,1568,7,4,3,1970,477437,Townhouse,,17.49
6576,Los Angeles,9630,7,4,2,2001,2860016,Apartment,25.0,46.95
6577,Chicago,4598,5,4,1,2003,1188637,Townhouse,,16.22
6578,Boston,8515,1,1,0,1971,3659271,Villa,,25.56
6579,Boston,675,5,4,2,2012,231877,Apartment,11.0,26.56
6580,Los Angeles,8595,1,4,1,2014,2626108,Apartment,10.0,8.02
6581,Boston,1643,2,2,3,2006,629093,Villa,,47.6
6582,Boston,6393,2,5,3,1952,2813002,Villa,,25.61
6583,San Francisco,7841,3,2,2,1965,3127374,Townhouse,,28.52
6584,San Francisco,4010,2,5,0,2021,1805074,Townhouse,,34.94
6585,Houston,4562,5,2,2,1973,954900,Villa,,3.7
6586,Seattle,8297,5,1,3,2002,2248271,Villa,,31.03
6587,New York,1450,5,5,1,2001,596884,Townhouse,,19.92
6588,Boston,4936,4,1,2,1953,2066682,Villa,,19.98
6589,Houston,3244,5,2,2,2009,695232,Villa,,48.51
6590,Seattle,8812,6,3,3,1994,2987563,Villa,,44.58
6591,Houston,5170,3,1,2,2013,1209585,Townhouse,,43.66
6592,Houston,2420,3,4,1,1956,524208,Villa,,44.11
6593,New York,6112,2,3,1,2014,2797240,Villa,,29.61
6594,New York,6919,1,2,1,2018,2478977,Bungalow,,12.95
6595,Miami,9660,6,3,3,1982,2750042,Apartment,16.0,21.15
6596,Los Angeles,6672,6,1,3,2005,2316664,Villa,,22.69
6597,Los Angeles,6430,7,3,2,1975,2450206,Villa,,6.16
6598,Miami,4308,6,2,1,1970,1326233,Villa,,39.64
6599,Miami,5238,4,3,0,2013,1331799,Apartment,15.0,16.22
6600,San Francisco,6995,1,1,1,1979,3236840,Villa,,27.94
